suite,benchmark,language,prover,type_encoding,verification_result,elapsed_ms,exit_code
ground_truth,dafny-synthesis_task_id_70.dfy,tptp,vampire,polymorphic,VERIFIED,2462,0
ground_truth,dafny-synthesis_task_id_70.dfy,tptp,vampire,monomorphic,VERIFIED,4145,0
ground_truth,dafny-synthesis_task_id_70.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15404,4
ground_truth,dafny-synthesis_task_id_70.dfy,tptp,vampire,arguments,VERIFIED,3509,0
ground_truth,dafny-synthesis_task_id_70.dfy,smtlib,vampire,monomorphic,VERIFIED,6766,0
ground_truth,dafny-synthesis_task_id_70.dfy,smtlib,vampire,predicates,VERIFIED,3223,0
ground_truth,dafny-synthesis_task_id_70.dfy,smtlib,vampire,arguments,VERIFIED,3269,0
ground_truth,dafny-synthesis_task_id_70.dfy,smtlib,z3,monomorphic,VERIFIED,1488,0
ground_truth,dafny-synthesis_task_id_70.dfy,smtlib,z3,predicates,VERIFIED,1424,0
ground_truth,dafny-synthesis_task_id_70.dfy,smtlib,z3,arguments,VERIFIED,1411,0
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15459,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15517,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15466,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15435,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15391,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15329,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15378,4
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,smtlib,z3,monomorphic,VERIFIED,1560,0
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,smtlib,z3,predicates,VERIFIED,1494,0
ground_truth,dafny-exercise_tmp_tmpouftptir_firstE.dfy,smtlib,z3,arguments,VERIFIED,1501,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,tptp,vampire,polymorphic,VERIFIED,1677,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,tptp,vampire,monomorphic,VERIFIED,2063,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,tptp,vampire,predicates,VERIFIED,2004,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,tptp,vampire,arguments,VERIFIED,1708,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,smtlib,vampire,monomorphic,VERIFIED,2024,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,smtlib,vampire,predicates,VERIFIED,1694,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,smtlib,vampire,arguments,VERIFIED,1673,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,smtlib,z3,monomorphic,VERIFIED,1428,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,smtlib,z3,predicates,VERIFIED,1390,0
ground_truth,TFG_tmp_tmpbvsao41w_Algoritmos Dafny_div_ent_it.dfy,smtlib,z3,arguments,VERIFIED,1353,0
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,29646,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,29768,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,29890,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,29654,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,20450,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,29819,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,29490,4
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,smtlib,z3,monomorphic,VERIFIED,2056,0
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,smtlib,z3,predicates,VERIFIED,2386,0
ground_truth,DafnyProjects_tmp_tmp2acw_s4s_Graph.dfy,smtlib,z3,arguments,VERIFIED,2097,0
ground_truth,dafny-synthesis_task_id_732.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15409,4
ground_truth,dafny-synthesis_task_id_732.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15493,4
ground_truth,dafny-synthesis_task_id_732.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15459,4
ground_truth,dafny-synthesis_task_id_732.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15397,4
ground_truth,dafny-synthesis_task_id_732.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15413,4
ground_truth,dafny-synthesis_task_id_732.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15377,4
ground_truth,dafny-synthesis_task_id_732.dfy,smtlib,vampire,arguments,VERIFIED,3279,0
ground_truth,dafny-synthesis_task_id_732.dfy,smtlib,z3,monomorphic,VERIFIED,1512,0
ground_truth,dafny-synthesis_task_id_732.dfy,smtlib,z3,predicates,VERIFIED,1492,0
ground_truth,dafny-synthesis_task_id_732.dfy,smtlib,z3,arguments,VERIFIED,1462,0
ground_truth,dafny-synthesis_task_id_602.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15351,4
ground_truth,dafny-synthesis_task_id_602.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15455,4
ground_truth,dafny-synthesis_task_id_602.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15358,4
ground_truth,dafny-synthesis_task_id_602.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15358,4
ground_truth,dafny-synthesis_task_id_602.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15342,4
ground_truth,dafny-synthesis_task_id_602.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15262,4
ground_truth,dafny-synthesis_task_id_602.dfy,smtlib,vampire,arguments,VERIFIED,3228,0
ground_truth,dafny-synthesis_task_id_602.dfy,smtlib,z3,monomorphic,VERIFIED,1498,0
ground_truth,dafny-synthesis_task_id_602.dfy,smtlib,z3,predicates,VERIFIED,1478,0
ground_truth,dafny-synthesis_task_id_602.dfy,smtlib,z3,arguments,VERIFIED,1465,0
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,tptp,vampire,polymorphic,VERIFIED,3620,0
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15351,4
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15376,4
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,tptp,vampire,arguments,VERIFIED,15001,0
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,smtlib,vampire,monomorphic,VERIFIED,15310,0
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15253,4
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15282,4
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,smtlib,z3,monomorphic,VERIFIED,1464,0
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,smtlib,z3,predicates,VERIFIED,1401,0
ground_truth,Prog-Fun-Solutions_tmp_tmp7_gmnz5f_extra_sum.dfy,smtlib,z3,arguments,VERIFIED,1405,0
ground_truth,dafny-synthesis_task_id_312.dfy,tptp,vampire,polymorphic,VERIFIED,1311,0
ground_truth,dafny-synthesis_task_id_312.dfy,tptp,vampire,monomorphic,VERIFIED,1381,0
ground_truth,dafny-synthesis_task_id_312.dfy,tptp,vampire,predicates,VERIFIED,1329,0
ground_truth,dafny-synthesis_task_id_312.dfy,tptp,vampire,arguments,VERIFIED,1326,0
ground_truth,dafny-synthesis_task_id_312.dfy,smtlib,vampire,monomorphic,VERIFIED,1322,0
ground_truth,dafny-synthesis_task_id_312.dfy,smtlib,vampire,predicates,VERIFIED,1254,0
ground_truth,dafny-synthesis_task_id_312.dfy,smtlib,vampire,arguments,VERIFIED,1263,0
ground_truth,dafny-synthesis_task_id_312.dfy,smtlib,z3,monomorphic,VERIFIED,1324,0
ground_truth,dafny-synthesis_task_id_312.dfy,smtlib,z3,predicates,VERIFIED,1238,0
ground_truth,dafny-synthesis_task_id_312.dfy,smtlib,z3,arguments,VERIFIED,1262,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,tptp,vampire,polymorphic,VERIFIED,1519,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,tptp,vampire,monomorphic,VERIFIED,1777,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,tptp,vampire,predicates,VERIFIED,2048,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,tptp,vampire,arguments,VERIFIED,1556,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,smtlib,vampire,monomorphic,VERIFIED,1663,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,smtlib,vampire,predicates,VERIFIED,3039,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,smtlib,vampire,arguments,VERIFIED,1504,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,smtlib,z3,monomorphic,VERIFIED,1657,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,smtlib,z3,predicates,VERIFIED,1452,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_from dafny main repo_dafny0_ModulePrint.dfy,smtlib,z3,arguments,VERIFIED,1458,0
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15371,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15419,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15438,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15405,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15394,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15308,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15331,4
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,smtlib,z3,monomorphic,VERIFIED,1557,0
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,smtlib,z3,predicates,VERIFIED,1534,0
ground_truth,HATRA-2022-Paper_tmp_tmp5texxy8l_copilot_verification_Two Sum_two_sum.dfy,smtlib,z3,arguments,VERIFIED,1517,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,tptp,vampire,polymorphic,VERIFIED,2487,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,tptp,vampire,monomorphic,VERIFIED,2508,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,tptp,vampire,predicates,VERIFIED,4108,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,tptp,vampire,arguments,VERIFIED,2292,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,smtlib,vampire,monomorphic,VERIFIED,2660,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,smtlib,vampire,predicates,VERIFIED,4964,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,smtlib,vampire,arguments,VERIFIED,2806,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,smtlib,z3,monomorphic,VERIFIED,1692,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,smtlib,z3,predicates,VERIFIED,1566,0
ground_truth,protocol-verification-fa2023_tmp_tmpw6hy3mjp_demos_dafny-internals_03-encoding_pair.dfy,smtlib,z3,arguments,VERIFIED,1535,0
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,20657,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,17251,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,43845,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,30267,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,17145,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,43684,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,22632,4
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,smtlib,z3,monomorphic,VERIFIED,2164,0
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,smtlib,z3,predicates,VERIFIED,2544,0
ground_truth,fv2020-tms_tmp_tmpnp85b47l_modeling_concurrency_safety.dfy,smtlib,z3,arguments,VERIFIED,2540,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,tptp,vampire,polymorphic,VERIFIED,2535,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,tptp,vampire,monomorphic,VERIFIED,2576,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,tptp,vampire,predicates,VERIFIED,5994,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,tptp,vampire,arguments,VERIFIED,3313,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,smtlib,vampire,monomorphic,VERIFIED,2670,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15519,4
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,smtlib,vampire,arguments,VERIFIED,3231,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,smtlib,z3,monomorphic,VERIFIED,1526,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,smtlib,z3,predicates,VERIFIED,1490,0
ground_truth,metodosFormais_tmp_tmp4q2kmya4_T1-MetodosFormais_examples_ex1.dfy,smtlib,z3,arguments,VERIFIED,1560,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15504,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15636,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15592,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15489,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15580,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15459,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15371,4
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,smtlib,z3,monomorphic,VERIFIED,1681,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,smtlib,z3,predicates,VERIFIED,1662,0
ground_truth,Program-Verification-Dataset_tmp_tmpgbdrlnu__Dafny_advanced examples_InsertionSort.dfy,smtlib,z3,arguments,VERIFIED,1590,0
ground_truth,dafny-synthesis_task_id_594.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15403,4
ground_truth,dafny-synthesis_task_id_594.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15515,4
ground_truth,dafny-synthesis_task_id_594.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15540,4
ground_truth,dafny-synthesis_task_id_594.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15520,4
ground_truth,dafny-synthesis_task_id_594.dfy,smtlib,vampire,monomorphic,VERIFIED,3369,0
ground_truth,dafny-synthesis_task_id_594.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15304,4
ground_truth,dafny-synthesis_task_id_594.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15339,4
ground_truth,dafny-synthesis_task_id_594.dfy,smtlib,z3,monomorphic,VERIFIED,1635,0
ground_truth,dafny-synthesis_task_id_594.dfy,smtlib,z3,predicates,VERIFIED,1532,0
ground_truth,dafny-synthesis_task_id_594.dfy,smtlib,z3,arguments,VERIFIED,1543,0
ground_truth,dafny-synthesis_task_id_59.dfy,tptp,vampire,polymorphic,VERIFIED,1295,0
ground_truth,dafny-synthesis_task_id_59.dfy,tptp,vampire,monomorphic,VERIFIED,1395,0
ground_truth,dafny-synthesis_task_id_59.dfy,tptp,vampire,predicates,VERIFIED,1304,0
ground_truth,dafny-synthesis_task_id_59.dfy,tptp,vampire,arguments,VERIFIED,1306,0
ground_truth,dafny-synthesis_task_id_59.dfy,smtlib,vampire,monomorphic,VERIFIED,1321,0
ground_truth,dafny-synthesis_task_id_59.dfy,smtlib,vampire,predicates,VERIFIED,1260,0
ground_truth,dafny-synthesis_task_id_59.dfy,smtlib,vampire,arguments,VERIFIED,1286,0
ground_truth,dafny-synthesis_task_id_59.dfy,smtlib,z3,monomorphic,VERIFIED,1320,0
ground_truth,dafny-synthesis_task_id_59.dfy,smtlib,z3,predicates,VERIFIED,1286,0
ground_truth,dafny-synthesis_task_id_59.dfy,smtlib,z3,arguments,VERIFIED,1273,0
ground_truth,dafny-synthesis_task_id_262.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15355,4
ground_truth,dafny-synthesis_task_id_262.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15397,4
ground_truth,dafny-synthesis_task_id_262.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15298,4
ground_truth,dafny-synthesis_task_id_262.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15278,4
ground_truth,dafny-synthesis_task_id_262.dfy,smtlib,vampire,monomorphic,VERIFIED,3409,0
ground_truth,dafny-synthesis_task_id_262.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15166,4
ground_truth,dafny-synthesis_task_id_262.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15211,4
ground_truth,dafny-synthesis_task_id_262.dfy,smtlib,z3,monomorphic,VERIFIED,1688,0
ground_truth,dafny-synthesis_task_id_262.dfy,smtlib,z3,predicates,VERIFIED,1496,0
ground_truth,dafny-synthesis_task_id_262.dfy,smtlib,z3,arguments,VERIFIED,1368,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15562,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,tptp,vampire,monomorphic,VERIFICATION_TIMED_OUT,15758,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,tptp,vampire,predicates,VERIFICATION_TIMED_OUT,15787,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,tptp,vampire,arguments,VERIFICATION_TIMED_OUT,15725,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,smtlib,vampire,monomorphic,VERIFICATION_TIMED_OUT,15574,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,smtlib,vampire,predicates,VERIFICATION_TIMED_OUT,15679,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,smtlib,vampire,arguments,VERIFICATION_TIMED_OUT,15549,4
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,smtlib,z3,monomorphic,VERIFIED,1669,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,smtlib,z3,predicates,VERIFIED,1615,0
ground_truth,ironsync-osdi2023_tmp_tmpx80antoe_linear-dafny_Test_c++_arrays.dfy,smtlib,z3,arguments,VERIFIED,1600,0
ground_truth,Software-Verification_tmp_tmpv4ueky2d_Remove Element_remove_element.dfy,tptp,vampire,polymorphic,VERIFICATION_TIMED_OUT,15553,4
